Site,Batch Completion Date,Batch Number,Tank Number,Cost Center,Technology,Product,Inventory Category,Equalization Lot Number,Parent Batch Planned Qty,Parent Batch Actual Qty,PA Time,Formulated CM Time,QC Adj CM Time,Tot. CM Time,80 appv.,Filling Time,90 appv.,Tot. Time
Cleveland,2020-02-17,79420,,5,WATERBASE,JWBE3T3Q,1291,806045892,1400.0,1408.39,0 days 12:47:09.000000000,21 days 12:40:49.000000000,0 days 00:00:13.000000000,5 days 11:54:16.000000000,23 days 19:45:09.000000000,1 days 19:10:02.000000000,0 days 10:56:02.000000000,28 days 02:13:49.000000000
Cleveland,2019-02-11,48181,Tote,3,WATERBASE,CHWBNAH,1261,806025796,2400.0,2457.72,0 days 09:32:10.000000000,1 days 10:39:00.000000000,18 days 13:02:23.000000000,24 days 08:59:00.000000000,23 days 17:12:30.000000000,3 days 02:22:43.000000000,23 days 02:03:09.000000000,49 days 06:32:42.000000000
Cleveland,2020-01-07,77096,,7,WATERBASE,JWBT1K5HP,1291,806044649,300.0,326.02,0 days 23:04:58.000000000,0 days 13:36:41.000000000,2 days 23:52:44.000000000,4 days 08:15:43.000000000,23 days 05:41:48.000000000,0 days 04:24:58.000000000,0 days 08:15:03.000000000,29 days 18:22:09.000000000
Cleveland,2019-03-06,47058,Tote,3,WATERBASE,NHWBK23,1261,806025676,2400.0,2528.19,0 days 06:15:07.000000000,9 days 02:51:18.000000000,22 days 22:57:23.000000000,25 days 20:46:50.000000000,22 days 23:04:03.000000000,1 days 14:14:23.000000000,1 days 16:42:41.000000000,32 days 19:55:55.000000000
Cleveland,2020-02-21,78485,,3,WATERBASE,NHWBEBL,1261,806044901,300.0,309.75,0 days 21:03:34.000000000,1 days 09:56:30.000000000,14 days 15:39:20.000000000,20 days 16:13:36.000000000,22 days 22:15:33.000000000,0 days 17:34:47.000000000,0 days 04:30:34.000000000,28 days 11:48:24.000000000
Cleveland,2019-07-22,61335,Tote,3,WATERBASE,NHWBNAH,1261,806034861,900.0,908.03,1 days 08:36:57.000000000,1 days 15:27:35.000000000,12 days 19:37:01.000000000,20 days 19:10:29.000000000,22 days 06:24:35.000000000,0 days 05:04:53.000000000,9 days 06:33:04.000000000,35 days 11:10:16.000000000
Cleveland,2019-06-17,59828,T813 B8,5,WATERBASE,JWBE4X7K,1291,806033664,900.0,1018.8,0 days 18:44:49.000000000,1 days 00:01:19.000000000,14 days 08:42:47.000000000,16 days 12:51:59.000000000,22 days 02:41:13.000000000,0 days 05:30:03.000000000,0 days 18:18:57.000000000,24 days 20:33:48.000000000
Cleveland,2020-01-14,74021,,7,WATERBASE,BIP2WC1Z,1411,806042676,100.0,108.58,0 days 07:38:21.000000000,0 days 10:58:53.000000000,19 days 21:35:22.000000000,21 days 03:19:12.000000000,22 days 01:34:49.000000000,1 days 03:11:20.000000000,0 days 08:26:39.000000000,26 days 23:19:14.000000000
Cleveland,2019-05-13,56412,T821 B8,5,WATERBASE,JWBE8W2X,1291,806031434,1240.0,1258.02,1 days 19:16:46.000000000,1 days 02:42:54.000000000,0 days 11:46:45.000000000,2 days 19:50:12.000000000,21 days 22:12:17.000000000,0 days 14:10:28.000000000,0 days 10:03:43.000000000,30 days 05:42:42.000000000
Cleveland,2019-09-18,64501,T801 B8,5,WATERBASE,ADWBB588P,1231,806036964,1200.0,1199.06,6 days 18:47:04.000000000,4 days 15:29:32.000000000,14 days 01:30:35.000000000,19 days 14:07:32.000000000,21 days 22:02:52.000000000,0 days 10:18:57.000000000,0 days 06:50:07.000000000,28 days 18:09:34.000000000
Cleveland,2019-07-16,62706,T819 B8,5,WATERBASE,ADWBB588P,1231,806035846,1200.0,1253.38,0 days 19:23:38.000000000,0 days 20:35:52.000000000,14 days 18:06:26.000000000,17 days 06:38:01.000000000,21 days 21:40:03.000000000,0 days 19:31:09.000000000,0 days 07:29:21.000000000,27 days 17:49:27.000000000
Cleveland,2019-07-12,60208,Tote,3,WATERBASE,CHWBCAS,1261,806033934,300.0,301.84,0 days 10:48:24.000000000,0 days 22:56:00.000000000,5 days 13:45:26.000000000,7 days 10:53:26.000000000,21 days 20:42:45.000000000,0 days 13:33:48.000000000,0 days 23:48:57.000000000,27 days 21:34:50.000000000
Cleveland,2019-04-03,49793,T824 B8,5,WATERBASE,ADWBB588P,1231,806027170,1200.0,1298.52,0 days 15:05:33.000000000,1 days 12:16:53.000000000,15 days 23:32:15.000000000,19 days 21:08:22.000000000,21 days 14:33:51.000000000,0 days 15:05:12.000000000,0 days 04:24:50.000000000,28 days 07:23:56.000000000
Cleveland,2019-03-27,48066,T813 B8,5,WATERBASE,AWB2NH797M,1231,806026200,1500.0,1661.83,0 days 03:32:28.000000000,1 days 06:16:50.000000000,26 days 10:58:04.000000000,27 days 19:27:39.000000000,21 days 13:29:21.000000000,5 days 22:48:28.000000000,2 days 15:56:36.000000000,29 days 04:36:22.000000000
Cleveland,2019-02-18,50480,P31PW09,7,WATERBASE,JWBT8W6K,1291,806027810,310.0,311.7,0 days 11:10:46.000000000,0 days 09:51:02.000000000,1 days 01:58:48.000000000,3 days 06:35:45.000000000,21 days 11:21:12.000000000,2 days 04:28:37.000000000,0 days 07:55:31.000000000,25 days 19:52:34.000000000
Cleveland,2019-11-26,71384,Tote,3,WATERBASE,HWH196302,1121,806041107,800.0,874.47,2 days 04:02:51.000000000,3 days 04:08:28.000000000,17 days 04:33:13.000000000,20 days 20:35:55.000000000,21 days 11:00:31.000000000,19 days 20:44:09.000000000,20 days 05:27:30.000000000,26 days 18:13:02.000000000
Cleveland,2019-12-05,75412,T812 B8,5,WATERBASE,JWBL1K5AP,1291,806043547,800.0,810.9,0 days 09:38:35.000000000,0 days 20:39:09.000000000,4 days 09:29:09.000000000,12 days 22:07:58.000000000,21 days 06:34:42.000000000,1 days 03:08:00.000000000,0 days 04:22:16.000000000,22 days 18:59:05.000000000
Cleveland,2020-02-14,80497,,2,SOLVENTBASE,NBCK23,1261,806044708,500.0,674.57,2 days 10:01:46.000000000,1 days 10:01:56.000000000,10 days 11:05:21.000000000,16 days 18:58:53.000000000,21 days 05:45:11.000000000,0 days 03:51:44.000000000,0 days 04:27:28.000000000,27 days 05:12:47.000000000
Cleveland,2020-01-13,74745,,9,WBPRIMER,JWPR8105,1291,806043098,2250.0,2258.17,3 days 08:22:25.000000000,2 days 01:45:51.000000000,9 days 15:41:26.000000000,13 days 00:18:34.000000000,21 days 05:31:10.000000000,6 days 02:00:42.000000000,0 days 17:03:52.000000000,28 days 09:53:05.000000000
Cleveland,2019-05-31,54865,T810 B8,5,WATERBASE,ADWBNH797M,1231,806030530,1500.0,1534.84,0 days 17:42:53.000000000,23 days 11:40:20.000000000,15 days 00:31:25.000000000,23 days 11:39:50.000000000,21 days 04:35:07.000000000,0 days 12:12:54.000000000,0 days 20:30:16.000000000,25 days 03:20:51.000000000
Cleveland,2019-01-17,43137,,3,WATERBASE,CHWBKAD,1261,806023149,2400.0,2440.76,0 days 08:17:41.000000000,7 days 09:18:20.000000000,0 days 00:02:08.000000000,24 days 13:04:39.000000000,21 days 03:21:33.000000000,23 days 01:50:30.000000000,22 days 02:23:38.000000000,54 days 09:48:47.000000000
Cleveland,2019-12-09,75135,T827 B8,5,WATERBASE,BIP2WC3Z,1411,806043412,1500.0,1604.52,4 days 10:46:40.000000000,1 days 08:12:47.000000000,15 days 16:22:21.000000000,20 days 08:19:58.000000000,21 days 03:01:04.000000000,0 days 09:00:18.000000000,0 days 08:40:22.000000000,28 days 22:12:23.000000000
Cleveland,2019-07-02,58923,Tote,3,WATERBASE,NHWBK23,1261,806033051,2400.0,2441.13,0 days 06:23:18.000000000,9 days 04:28:54.000000000,0 days 12:49:11.000000000,9 days 04:29:24.000000000,21 days 01:39:23.000000000,1 days 18:38:10.000000000,0 days 16:37:33.000000000,28 days 08:40:12.000000000
Cleveland,2019-07-29,64459,T110 B29,2,SOLVENTBASE,MBSS9775,1451,806036933,400.0,491.77,1 days 02:44:15.000000000,2 days 13:33:02.000000000,10 days 16:06:09.000000000,13 days 22:35:09.000000000,20 days 19:49:52.000000000,0 days 04:43:04.000000000,0 days 06:04:52.000000000,26 days 08:48:11.000000000
Cleveland,2019-12-11,73959,P12PW01,7,WATERBASE,BIP2WC1Z,1411,806042649,100.0,132.02,0 days 19:39:33.000000000,0 days 15:21:03.000000000,16 days 11:24:26.000000000,17 days 17:20:30.000000000,20 days 13:52:49.000000000,0 days 02:21:00.000000000,0 days 04:02:45.000000000,23 days 18:19:16.000000000
Cleveland,2020-01-03,76885,T131 B29,2,SOLVENTBASE,DCT7419RL,1131,806044482,501.0,531.44,0 days 04:16:21.000000000,0 days 05:48:10.000000000,15 days 06:39:02.000000000,17 days 02:51:31.000000000,20 days 09:59:00.000000000,1 days 04:44:14.000000000,1 days 11:52:59.000000000,30 days 13:41:45.000000000
Cleveland,2019-09-30,65536,Tote,3,WATERBASE,CHWBK23,1261,806037529,2400.0,2477.64,0 days 08:02:01.000000000,20 days 01:47:01.000000000,14 days 08:31:54.000000000,20 days 00:20:54.000000000,20 days 08:14:24.000000000,10 days 22:02:17.000000000,0 days 07:10:51.000000000,34 days 23:49:43.000000000
Cleveland,2019-05-08,56487,P16PM03,7,WATERBASE,DCT7431RL,1131,806031473,100.0,124.6,0 days 05:45:58.000000000,0 days 11:33:44.000000000,16 days 09:49:23.000000000,20 days 10:04:43.000000000,20 days 07:07:32.000000000,0 days 15:36:46.000000000,0 days 13:44:41.000000000,26 days 04:23:50.000000000
Cleveland,2019-06-18,57541,P31PW15,7,WATERBASE,JWBT8W6K,1291,806032136,310.0,319.71,0 days 04:26:30.000000000,1 days 16:04:22.000000000,8 days 19:25:17.000000000,13 days 11:40:33.000000000,20 days 04:38:34.000000000,0 days 17:44:32.000000000,0 days 02:45:34.000000000,24 days 03:35:54.000000000
Cleveland,2020-01-14,75301,,2,SOLVENTBASE,NBCK23,1261,806043491,500.0,527.71,0 days 04:31:35.000000000,1 days 02:09:59.000000000,7 days 12:44:19.000000000,17 days 04:13:11.000000000,20 days 03:06:22.000000000,0 days 22:13:10.000000000,0 days 18:20:55.000000000,24 days 03:37:27.000000000
Cleveland,2019-09-24,64627,Tote,3,WATERBASE,CHWBRAY,1261,806037018,1800.0,1847.67,0 days 11:44:20.000000000,18 days 23:08:43.000000000,12 days 20:21:49.000000000,18 days 23:07:49.000000000,20 days 02:27:04.000000000,2 days 19:16:55.000000000,0 days 10:11:59.000000000,27 days 13:55:24.000000000
Cleveland,2020-01-09,74265,,5,WATERBASE,AWB2NH797M,1231,806042826,1500.0,1542.2,3 days 23:01:07.000000000,0 days 18:55:24.000000000,13 days 03:54:52.000000000,15 days 22:58:17.000000000,20 days 01:31:55.000000000,9 days 04:42:45.000000000,0 days 12:06:37.000000000,26 days 19:20:38.000000000
Cleveland,2019-07-22,61931,T155 B15,2,SOLVENTBASE,MBSP9294,1451,806035378,1500.0,1524.55,1 days 15:57:44.000000000,0 days 05:43:53.000000000,6 days 10:19:16.000000000,8 days 04:35:17.000000000,20 days 01:09:14.000000000,3 days 10:51:18.000000000,0 days 09:50:34.000000000,32 days 01:38:28.000000000
Cleveland,2019-05-10,56336,T519 B24,6,WATERBASE,MBSS9147,1451,806031369,2000.0,2590.09,0 days 04:28:29.000000000,0 days 19:06:47.000000000,13 days 22:57:06.000000000,16 days 00:07:38.000000000,20 days 00:01:59.000000000,0 days 07:50:27.000000000,1 days 16:11:49.000000000,23 days 18:36:18.000000000
Cleveland,2019-08-12,58939,T809 B8,5,WATERBASE,ADWBNH797M,1231,806033059,1500.0,1529.1,1 days 04:15:45.000000000,13 days 17:53:53.000000000,13 days 14:28:14.000000000,19 days 07:54:04.000000000,19 days 19:11:17.000000000,1 days 11:24:40.000000000,0 days 12:22:39.000000000,29 days 11:04:47.000000000
Cleveland,2019-01-02,43974,,5,WATERBASE,BIP2WC27,1411,806023683,1500.0,1728.34,9 days 02:28:26.000000000,3 days 06:00:16.000000000,14 days 10:30:56.000000000,19 days 18:27:15.000000000,19 days 18:46:39.000000000,3 days 00:52:41.000000000,6 days 12:22:47.000000000,38 days 04:08:07.000000000
Cleveland,2019-01-28,46543,T831 B8,5,WATERBASE,BIP2M416,1411,806025290,3000.0,3131.84,3 days 18:15:06.000000000,1 days 05:04:25.000000000,15 days 04:25:16.000000000,20 days 12:53:17.000000000,19 days 16:28:41.000000000,2 days 12:13:49.000000000,3 days 05:08:32.000000000,35 days 18:24:30.000000000
Cleveland,2020-03-05,80974,,5,WATERBASE,AWB2NH797M,1231,806046701,1500.0,1523.72,0 days 08:08:58.000000000,1 days 07:14:03.000000000,16 days 02:19:12.000000000,18 days 17:48:28.000000000,19 days 14:22:52.000000000,0 days 09:52:00.000000000,8 days 11:51:21.000000000,31 days 05:03:12.000000000
Cleveland,2019-07-08,59733,T821 B8,5,WATERBASE,JWBE3U5BK,1291,806033586,1050.0,843.53,0 days 17:37:44.000000000,1 days 00:21:14.000000000,4 days 09:41:53.000000000,10 days 11:58:47.000000000,19 days 14:03:57.000000000,1 days 09:33:42.000000000,0 days 14:18:48.000000000,24 days 08:03:35.000000000
Cleveland,2019-08-30,62489,T126 B29,2,SOLVENTBASE,NBCKAD,1261,806035745,1000.0,1017.31,0 days 15:22:14.000000000,1 days 14:01:14.000000000,17 days 02:23:47.000000000,19 days 06:20:11.000000000,19 days 12:07:54.000000000,0 days 08:13:41.000000000,0 days 15:53:22.000000000,24 days 02:44:33.000000000
Cleveland,2019-06-10,59414,T811 B8,5,WATERBASE,MMB6989,1451,806033308,1290.0,1300.02,0 days 21:27:23.000000000,0 days 12:34:37.000000000,0 days 01:33:31.000000000,15 days 09:51:51.000000000,19 days 11:22:38.000000000,0 days 22:15:39.000000000,1 days 11:59:36.000000000,22 days 13:04:01.000000000
Cleveland,2019-03-19,49475,T911 B52,Q,WATERBASE,JWBT1G3X,1291,806027008,5214.0,5756.32,0 days 23:35:54.000000000,14 days 07:10:23.000000000,7 days 09:35:20.000000000,13 days 05:59:52.000000000,19 days 10:44:46.000000000,11 days 11:06:32.000000000,0 days 21:23:54.000000000,28 days 03:32:20.000000000
Cleveland,2019-09-08,58154,T811 B8,5,WATERBASE,JWBE3T3W,1291,806032556,1400.0,1457.82,1 days 00:44:21.000000000,1 days 11:58:10.000000000,16 days 10:56:45.000000000,23 days 04:27:31.000000000,19 days 06:44:47.000000000,4 days 06:54:18.000000000,4 days 06:12:33.000000000,25 days 23:53:39.000000000
Cleveland,2019-07-31,63125,T112 B29,2,SOLVENTBASE,NBCQAK,1261,806036143,1500.0,1636.86,1 days 00:04:33.000000000,0 days 23:49:37.000000000,8 days 22:03:51.000000000,13 days 02:26:23.000000000,19 days 05:14:58.000000000,0 days 08:14:37.000000000,0 days 16:29:26.000000000,22 days 01:25:55.000000000
Cleveland,2019-07-20,62187,P31PW41,7,WATERBASE,DCT7431RL,1131,806035536,250.0,289.86,1 days 11:59:20.000000000,0 days 06:35:39.000000000,1 days 21:51:55.000000000,19 days 01:30:25.000000000,19 days 01:46:47.000000000,1 days 00:40:42.000000000,0 days 14:34:51.000000000,23 days 20:46:30.000000000
Cleveland,2019-01-21,46485,T909 B52,Q,WATERBASE,CHWBQAK,1261,806025261,7200.0,7518.99,0 days 01:23:59.000000000,1 days 05:56:17.000000000,22 days 09:42:42.000000000,26 days 01:31:32.000000000,19 days 01:19:13.000000000,2 days 06:03:47.000000000,1 days 17:10:18.000000000,31 days 01:50:08.000000000
Cleveland,2019-01-16,45153,Tote,7,WATERBASE,BIP2WC1Z,1411,806024404,300.0,398.86,0 days 11:39:48.000000000,1 days 12:51:42.000000000,20 days 21:02:44.000000000,26 days 05:08:41.000000000,19 days 00:35:13.000000000,0 days 04:41:33.000000000,0 days 07:25:16.000000000,26 days 21:12:57.000000000
Cleveland,2019-12-10,69445,T904 B52,Q,WATERBASE,NHWBKAD,1261,806039846,7200.0,7688.57,1 days 19:10:37.000000000,1 days 05:31:50.000000000,9 days 01:57:47.000000000,11 days 03:38:29.000000000,18 days 22:36:27.000000000,1 days 13:32:05.000000000,2 days 13:16:10.000000000,47 days 01:22:56.000000000
Cleveland,2019-07-22,58199,T825 B8,5,WATERBASE,JWBL85AL,1291,806032583,855.0,693.29,0 days 05:51:56.000000000,0 days 21:37:15.000000000,14 days 10:01:15.000000000,15 days 23:30:50.000000000,18 days 18:20:03.000000000,1 days 03:59:54.000000000,3 days 05:05:15.000000000,21 days 08:10:52.000000000
Cleveland,2019-04-24,54974,T155 B15,2,SBPRIMER,HPXNH737AR,1231,806030582,1200.0,1250.05,1 days 02:59:39.000000000,1 days 00:56:04.000000000,14 days 18:38:01.000000000,18 days 01:02:23.000000000,18 days 15:06:30.000000000,5 days 06:40:08.000000000,0 days 14:18:14.000000000,27 days 21:39:01.000000000
Cleveland,2019-04-12,54811,Tote,3,WATERBASE,CHWBCAS,1261,806030363,300.0,301.44,0 days 02:28:37.000000000,22 days 15:07:49.000000000,0 days 00:03:42.000000000,19 days 00:18:34.000000000,18 days 08:49:10.000000000,0 days 04:32:38.000000000,1 days 01:20:46.000000000,26 days 02:34:01.000000000
Cleveland,2020-01-28,79406,,5,WATERBASE,JWBL85AL,1291,806045887,1400.0,1451.78,1 days 12:57:22.000000000,1 days 13:27:16.000000000,0 days 11:01:09.000000000,4 days 12:12:42.000000000,18 days 08:28:11.000000000,6 days 10:40:38.000000000,0 days 21:09:56.000000000,22 days 14:52:26.000000000
Cleveland,2019-04-23,56315,T811 B8,5,WATERBASE,AWB2YR601P,1231,806031359,800.0,918.87,0 days 07:15:00.000000000,2 days 21:50:21.000000000,12 days 10:41:46.000000000,15 days 08:29:35.000000000,18 days 05:46:26.000000000,0 days 02:17:49.000000000,9 days 07:49:15.000000000,30 days 03:35:24.000000000
Cleveland,2019-10-23,69355,Tote,3,WATERBASE,CHWBKAD,1261,806039801,2400.0,2455.12,1 days 08:21:48.000000000,6 days 17:42:07.000000000,10 days 22:14:18.000000000,21 days 18:39:16.000000000,18 days 03:09:32.000000000,0 days 10:19:59.000000000,0 days 09:29:47.000000000,29 days 15:15:40.000000000
Cleveland,2019-02-18,48064,T801 B8,5,WATERBASE,AWB2B588K,1231,806026199,1500.0,1539.28,0 days 02:52:27.000000000,0 days 22:43:50.000000000,9 days 22:01:27.000000000,15 days 09:34:43.000000000,18 days 03:06:03.000000000,1 days 16:34:13.000000000,0 days 03:56:09.000000000,22 days 11:50:48.000000000
Cleveland,2019-05-09,56484,T832 B8,5,WATERBASE,JWBE1G3W,1291,806031472,2800.0,2881.48,2 days 22:46:57.000000000,2 days 22:12:43.000000000,7 days 09:18:09.000000000,18 days 19:02:27.000000000,18 days 02:53:44.000000000,1 days 22:31:26.000000000,0 days 05:08:23.000000000,23 days 21:02:00.000000000
Cleveland,2019-05-17,55891,T911 B52,Q,WATERBASE,JWBE1J9P,1291,806031055,4400.0,4100.78,2 days 12:51:34.000000000,3 days 09:59:12.000000000,5 days 20:52:26.000000000,11 days 21:25:01.000000000,17 days 21:40:51.000000000,1 days 01:35:48.000000000,0 days 16:31:51.000000000,21 days 17:07:14.000000000
Cleveland,2019-12-26,71892,,5,WATERBASE,MMB9775,1451,806041450,1500.0,1514.39,1 days 01:57:50.000000000,2 days 00:02:44.000000000,0 days 21:29:40.000000000,6 days 02:03:45.000000000,17 days 21:06:45.000000000,2 days 06:04:25.000000000,4 days 14:13:51.000000000,22 days 23:33:01.000000000
Cleveland,2019-12-17,72033,Tote,3,WATERBASE,NHWBK23,1261,806041524,2400.0,2455.73,0 days 03:22:03.000000000,5 days 12:36:07.000000000,9 days 17:05:17.000000000,14 days 14:59:23.000000000,17 days 19:51:38.000000000,5 days 09:33:47.000000000,1 days 10:49:10.000000000,26 days 14:50:40.000000000
Cleveland,2020-02-10,78466,,3,WATERBASE,CHWBKAD,1261,806043091,2400.0,2656.21,1 days 11:44:57.000000000,23 days 00:00:07.000000000,20 days 15:44:28.000000000,23 days 00:02:07.000000000,17 days 18:10:03.000000000,7 days 01:48:51.000000000,5 days 19:57:39.000000000,25 days 08:44:30.000000000
Cleveland,2019-02-27,47307,T904 B52,Q,WATERBASE,JWBE218Y,1291,806025798,4000.0,4102.02,3 days 23:03:45.000000000,2 days 08:54:41.000000000,4 days 09:01:47.000000000,9 days 00:25:10.000000000,17 days 17:56:32.000000000,1 days 07:08:17.000000000,1 days 01:57:40.000000000,25 days 22:41:52.000000000
Cleveland,2020-01-06,71378,Tote,3,WATERBASE,HWTSPT,1121,806041104,2400.0,2453.87,4 days 02:35:54.000000000,6 days 18:38:58.000000000,15 days 10:23:45.000000000,24 days 02:31:06.000000000,17 days 15:01:37.000000000,14 days 02:24:17.000000000,13 days 22:38:43.000000000,30 days 07:58:50.000000000
Cleveland,2019-10-03,68734,T811 B8,5,WATERBASE,JWBE4X7K,1291,806039384,900.0,908.86,2 days 12:52:29.000000000,1 days 05:48:44.000000000,5 days 21:23:00.000000000,7 days 14:15:53.000000000,17 days 14:42:25.000000000,0 days 07:13:22.000000000,0 days 05:20:40.000000000,26 days 02:18:14.000000000
Cleveland,2019-03-25,49535,T831 B8,5,WATERBASE,JWBSM1Y,1271,806027041,3000.0,3226.04,0 days 22:57:10.000000000,31 days 15:09:09.000000000,40 days 14:44:28.000000000,44 days 16:22:29.000000000,17 days 13:45:37.000000000,3 days 18:23:27.000000000,3 days 12:10:32.000000000,47 days 06:19:29.000000000
Cleveland,2019-05-30,57179,Tote,3,WATERBASE,CHWBK23,1261,806031896,2400.0,2436.81,0 days 04:21:15.000000000,19 days 06:17:37.000000000,14 days 13:34:18.000000000,19 days 06:15:54.000000000,17 days 13:36:30.000000000,0 days 09:04:25.000000000,1 days 16:19:09.000000000,24 days 09:05:24.000000000
Cleveland,2019-01-21,45714,T810 B8,5,WATERBASE,JWBSK7U,1271,806024784,1500.0,1510.17,0 days 07:47:05.000000000,1 days 22:05:47.000000000,10 days 05:37:11.000000000,17 days 03:30:54.000000000,17 days 12:56:24.000000000,0 days 22:41:47.000000000,0 days 15:29:10.000000000,27 days 22:13:07.000000000
Cleveland,2020-01-27,78469,,3,WATERBASE,CHWBNAH,1261,806045095,1800.0,1818.58,0 days 03:25:59.000000000,3 days 14:50:43.000000000,5 days 22:08:08.000000000,12 days 18:25:58.000000000,17 days 12:23:08.000000000,11 days 20:55:59.000000000,11 days 03:39:35.000000000,33 days 16:52:43.000000000
Cleveland,2019-02-18,47011,Tote,3,WATERBASE,HWT18SE4,1121,806025613,2400.0,2487.11,1 days 13:00:04.000000000,26 days 10:58:39.000000000,0 days 16:06:04.000000000,27 days 00:41:35.000000000,17 days 11:01:34.000000000,2 days 09:16:02.000000000,0 days 13:22:35.000000000,33 days 15:16:52.000000000
Cleveland,2019-12-03,71718,T519 B24,6,SOLVENTBASE,MBSP9294,1451,806041280,4000.0,3511.45,0 days 02:57:17.000000000,1 days 01:48:35.000000000,1 days 09:11:59.000000000,4 days 03:00:12.000000000,17 days 09:26:38.000000000,5 days 02:41:35.000000000,1 days 09:50:43.000000000,19 days 02:24:29.000000000
